Restaurant ID,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Rating color,Rating text,Votes
18357819,Nutri Lunch,New Delhi,"B-422, Sarita Vihar, New Delhi",Sarita Vihar,North Indian,200,No,No,0,White,Not rated,0
7818,Om Aggarwal Sweets,New Delhi,"2 A, Pocket M & N, Janta Flats, Sarita Vihar, New Delhi",Sarita Vihar,Mithai,100,No,No,0,White,Not rated,1
18357948,Sansar Hotel,New Delhi,"E Block, Chauhan Market, Near DDA Market, Sarita Vihar, New Delhi",Sarita Vihar,North Indian,300,No,No,0,White,Not rated,0
18357943,Shama Muradabadi Chicken Biryani,New Delhi,"Shop 3, 4B, Choudhry Nathu Singh Market, Main Road, Madanpur Khadar, Sarita Vihar, New Delhi",Sarita Vihar,Mughlai,400,No,No,0,White,Not rated,0
18372279,Midnight Delight,New Delhi,"Near Sarita Vihar Metro Station, Sarita Vihar, New Delhi",Sarita Vihar,"North Indian, Chinese",400,No,Yes,2.4,Red,Poor,8
18384138,Ashok & Ashok Meat Dhaba,New Delhi,"Shop 2, Ring Road, Sarojini Nagar, New Delhi",Sarojini Nagar,North Indian,650,No,Yes,3.2,Orange,Average,11
18211312,Durga Sweets Corner,New Delhi,"139, Near Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Mithai, Street Food",100,No,No,3.2,Orange,Average,16
7591,Hot Pot,New Delhi,"Opposite NDMC, DLF Plaza, Main Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Fast Food, Street Food",150,No,No,2.7,Orange,Average,16
1634,Kwic Bitte Restaurant,New Delhi,"132, Sarojini Nagar Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Chinese, South Indian",300,No,No,3.3,Orange,Average,38
307618,Khandani Pakodewala,New Delhi,"Ring Road Market, Nauroji Nagar, Near Sarojini Nagar, New Delhi",Sarojini Nagar,Street Food,100,No,No,3.7,Yellow,Good,223
306535,Kulcha King,New Delhi,"Shop 144, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,Street Food,200,No,Yes,3.8,Yellow,Good,168
18396418,Cake Spot,New Delhi,"Shop 6, Nehru Nagar, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Bakery, Fast Food",400,No,No,0,White,Not rated,0
18357568,Chicken Point,New Delhi,"Shop 81, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Mughlai, North Indian",600,No,No,0,White,Not rated,0
18425158,Chowringhee,New Delhi,"Shop 6, Ring Road Market, Nauroji Nagar, Near, Sarojini Nagar, New Delhi",Sarojini Nagar,Fast Food,250,No,Yes,0,White,Not rated,1
18492652,Koolees Milkshake Bar,New Delhi,"85, Ring Road Market, Sulekha Vihar, Sarojini Nagar, New Delhi",Sarojini Nagar,Beverages,150,No,No,0,White,Not rated,0
18425149,Krispy Kitchen,New Delhi,"Shop 1, P-2 Vikas Commercial Complex, Pillangi Village, Sarojini Nagar, New Delhi",Sarojini Nagar,"Chinese, Fast Food",300,No,No,0,White,Not rated,1
18489497,Mughlai Point,New Delhi,"Shop 78, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,Mughlai,300,No,No,0,White,Not rated,1
18486878,Shama Chicken Corner,New Delhi,"Shop 3, Ring Road Market, Sarojni Nagar New Delhi",Sarojini Nagar,Mughlai,300,No,No,0,White,Not rated,0
3464,Alfa Kathi Rolls,New Delhi,"Shop 8, Opposite HDFC ATM, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,Fast Food,250,No,No,2.6,Orange,Average,23
18252361,Angeethi Express,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Chinese, Fast Food",400,No,No,3.2,Orange,Average,11
18252412,Backbenchers,New Delhi,"294, 2nd Floor, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Italian, North Indian",700,No,No,3.4,Orange,Average,178
1637,Bake Day,New Delhi,"214, Satyaniketan, New Delhi",Satyaniketan,"Bakery, Fast Food",400,No,Yes,3.2,Orange,Average,82
3463,Balaji Dhaba,New Delhi,"4, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,North Indian,300,No,No,2.7,Orange,Average,11
18454499,Bhukkad,New Delhi,"295, First Floor, Satyaniketan, New Delhi",Satyaniketan,North Indian,500,No,Yes,3.2,Orange,Average,8
609,Cafe Coffee Day,New Delhi,"13, South Campus, Satyaniketan, New Delhi",Satyaniketan,Cafe,450,No,No,3.3,Orange,Average,78
18441687,Cafe Cones & Curries,New Delhi,"Shop 7, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Fast Food, North Indian",400,No,No,3.1,Orange,Average,6
305472,Cafe Trance & Lounge,New Delhi,"286, Basement, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Fast Food",500,No,No,2.6,Orange,Average,21
4649,Chinese Hut,New Delhi,"181, Satyaniketan, New Delhi",Satyaniketan,Chinese,500,No,Yes,3.2,Orange,Average,33
300267,Chocolate Square,New Delhi,"116, Satyaniketan, New Delhi",Satyaniketan,"Bakery, Desserts",300,No,No,3.4,Orange,Average,76
304976,Chocolate Temptation,New Delhi,"60, Satyaniketan, New Delhi",Satyaniketan,"Bakery, Desserts",500,No,Yes,3.3,Orange,Average,62
18423129,Flirty Momo's,New Delhi,"Shop 3, Building 12, Satyaniketan, New Delhi",Satyaniketan,Chinese,350,No,No,3,Orange,Average,8
18456150,Food Junkies,New Delhi,"181/2, Satya Niketan Market, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Chinese, Mughlai",300,No,No,3.2,Orange,Average,11
18157391,Frozen Fantasy,New Delhi,"295, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Desserts, Beverages",300,No,No,3.3,Orange,Average,31
18469968,Hooters,New Delhi,"297, Satyaniketan, New Delhi",Satyaniketan,"Continental, Mexican, Fast Food, North Indian, Chinese",500,No,No,3.1,Orange,Average,6
18292083,Katwalk Lounge,New Delhi,"68, Near Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Italian",600,No,No,3.3,Orange,Average,22
18356773,Mom Hand Momos,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,Chinese,100,No,No,3.3,Orange,Average,8
309811,Muradabadi Biryani Centre,New Delhi,"Shop 2, Mini Market, Satyaniketan, New Delhi",Satyaniketan,Mughlai,450,No,No,2.9,Orange,Average,20
18453788,NCR Cafe ,New Delhi,"3rd Floor, Building 15, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Chinese, Fast Food",800,No,No,3,Orange,Average,4
18460981,Peri Peri Momos,New Delhi,"57, Satya Niketan Road, Satyaniketan, New Delhi",Satyaniketan,"Chinese, Fast Food",300,No,No,3.2,Orange,Average,9
18287389,Rosartí© Chocolate,New Delhi,"A/19, West End, Satyaniketan, New Delhi",Satyaniketan,Desserts,200,No,No,3.4,Orange,Average,15
1629,Shanghai Restaurant,New Delhi,"9, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Mughlai, Chinese",300,No,No,2.5,Orange,Average,23
18288761,SharpShooters Roof Top Cafe,New Delhi,"282, Roof Top, Benito Juarez Marg, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Chinese, Italian",450,No,No,3,Orange,Average,18
7603,Stuti Restaurant,New Delhi,"6, Satyaniketan, New Delhi",Satyaniketan,North Indian,250,No,No,3,Orange,Average,26
18204486,The Addictions,New Delhi,"99, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Chinese",450,No,No,2.6,Orange,Average,31
18341806,The Kahuna,New Delhi,"House 4-5, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Chinese, Continental, Italian, North Indian",800,No,No,3.1,Orange,Average,27
18423125,Turn Up,New Delhi,"296, 2nd Floor Satyaniketan, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Chinese",1200,No,No,3,Orange,Average,6
18175323,Wow! Momo,New Delhi,"289, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Chinese, Fast Food",350,No,No,3.4,Orange,Average,154
18237321,Echoes Satyaniketan,New Delhi,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Italian, Mexican, Chinese, American",600,No,No,4.7,Dark Green,Excellent,1563
18336489,#OFF Campus,New Delhi,"284, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Italian, Fast Food",800,Yes,Yes,3.7,Yellow,Good,216
312772,2 Bandits Lounge & Bar,New Delhi,"16, 1st & 2nd Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Italian, Continental, Mexican, North Indian",1500,Yes,No,3.9,Yellow,Good,1316
351,"34, Chowringhee Lane",New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,Fast Food,350,No,No,3.5,Yellow,Good,345
309140,Amigo's Hub,New Delhi,"96, Opposite Sri Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Fast Food",500,No,Yes,3.7,Yellow,Good,193
311854,CAD M CAD B,New Delhi,"Shop 10, Satyaniketan, New Delhi",Satyaniketan,"Fast Food, Italian, Beverages",600,No,Yes,3.5,Yellow,Good,60
18391128,Cafe 121,New Delhi,"121, Satyaniketan, New Delhi",Satyaniketan,"Continental, American, Italian, North Indian, Chinese",600,No,Yes,3.6,Yellow,Good,23
18228894,Cafe Hera Pheri,New Delhi,"2, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Italian, Chinese, North Indian",500,No,No,3.8,Yellow,Good,401
18429392,Cafe Tansen,New Delhi,"14, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Chinese",950,Yes,No,3.5,Yellow,Good,20
18364239,CafíÂ Befikre,New Delhi,"289, 1st Floor, Satyaniketan, New Delhi",Satyaniketan,"Chinese, Continental",600,No,Yes,3.8,Yellow,Good,80
300815,Cafí© 101,New Delhi,"101, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Italian, North Indian",600,No,Yes,3.6,Yellow,Good,365
18322638,Canteen Till I Die,New Delhi,"107, Ground Floor, Opposite Sri Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Fast Food",300,No,No,3.9,Yellow,Good,91
2215,China Bowl,New Delhi,"10, Satyaniketan Market, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Chinese, Thai, Japanese, Tibetan",800,No,Yes,3.9,Yellow,Good,363
304162,Chowringhee,New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Street Food, Chinese, North Indian",600,No,Yes,3.6,Yellow,Good,364
18157395,Crazy Kitchen Lounge & Terrace,New Delhi,"37, Near HDFC ATM, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Chinese, Italian",700,No,Yes,3.9,Yellow,Good,176
309865,FrenZone,New Delhi,"17, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"North Indian, Chinese, Fast Food, Cafe",800,Yes,Yes,3.9,Yellow,Good,288
18249109,Giani,New Delhi,"Shop 93, Main Market, Satyaniketan, New Delhi",Satyaniketan,"Ice Cream, Desserts",400,No,Yes,3.5,Yellow,Good,27
18355138,Grill Master,New Delhi,"106, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,Fast Food,300,No,Yes,3.7,Yellow,Good,26
300185,High On Burgers,New Delhi,"57, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Fast Food, Burger",300,No,Yes,3.5,Yellow,Good,115
300269,Kev's,New Delhi,"298, Satyaniketan, New Delhi",Satyaniketan,Fast Food,100,No,No,3.9,Yellow,Good,184
18398506,Madira,New Delhi,"289, 2nd Floor, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Cafe, North Indian, Chinese",800,No,No,3.6,Yellow,Good,67
313296,Nature Hut Cafe,New Delhi,"295, Upper Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Chinese, Thai, Continental, Fast Food, North Indian",750,Yes,Yes,3.9,Yellow,Good,117
18445781,Papa Buns,New Delhi,"Shop 286, Satyaniketan, New Delhi",Satyaniketan,Cafe,250,No,No,3.6,Yellow,Good,25
18372705,Pirates of Campus,New Delhi,"1st Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, North Indian, Continental, Italian",700,No,Yes,3.7,Yellow,Good,43
4278,Subway,New Delhi,"284, Main Market, Near Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"American, Fast Food, Salad, Healthy Food",500,No,Yes,3.6,Yellow,Good,144
18312446,Sushiya Express,New Delhi,"Shop 10, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Sushi, Asian",800,No,Yes,3.7,Yellow,Good,74
18261701,The Chai Story,New Delhi,"292, 1st Floor, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,Cafe,300,No,No,3.9,Yellow,Good,142
18424602,The Food Truck Cafe,New Delhi,"Plot 69, Near HDFC Bank ATM, Satyaniketan, New Delhi",Satyaniketan,Cafe,800,No,No,3.9,Yellow,Good,35
18358164,The Punter House,New Delhi,"2nd & 3rd Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Mexican, Italian, North Indian, Chinese",800,Yes,No,3.7,Yellow,Good,177
18336204,Thikaana,New Delhi,"2, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Italian, Chinese",550,No,No,3.6,Yellow,Good,83
18368002,Tin Town Cafí©,New Delhi,"37, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Cafe, North Indian, Continental, Chinese",600,No,Yes,3.9,Yellow,Good,142
18245295,Uptown Cafe,New Delhi,"4-5, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Chinese, North Indian, Italian",1000,Yes,Yes,3.6,Yellow,Good,244
18268693,Vadapav Junction,New Delhi,"Outlet 1, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,Street Food,150,No,Yes,3.7,Yellow,Good,48
18472609,Crispers,New Delhi,"96, Opposite Venkteshwara College, Satyaniketan, New Delhi",Satyaniketan,"Fast Food, Beverages",300,No,No,0,White,Not rated,3
300183,Pizza Hut Delivery,New Delhi,"Shop 72, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Italian, Pizza",800,No,Yes,2.3,Red,Poor,114
18216918,Wrapss,New Delhi,"Shop 123-124, Ground Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Chinese, Fast Food",350,No,Yes,2.2,Red,Poor,41
306503,Big Yellow Door,New Delhi,"H-8, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Fast Food, Italian",600,No,No,4.2,Green,Very Good,3311
18291230,Bombay Brunch,New Delhi,"296, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Street Food, South Indian",400,No,Yes,4.1,Green,Very Good,295
18418239,Burgrill,New Delhi,"123-124, Satyaniketan, New Delhi",Satyaniketan,"Burger, Fast Food",450,No,Yes,4.4,Green,Very Good,178
18391458,Cafe Kazbaah,New Delhi,"67, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Italian, Continental",600,No,No,4,Green,Very Good,49
18418358,Eat Golf Repeat,New Delhi,"11, 2nd Floor, Opposite Venketeshwar College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Italian, Continental, Mexican",800,No,No,4.1,Green,Very Good,37
18433610,Espress-o-Ville,New Delhi,"11, Ground Floor, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Italian",600,No,No,4,Green,Very Good,48
18391320,Frosty Rollies,New Delhi,"93, Satya Niketan, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Desserts, Ice Cream",250,No,No,4,Green,Very Good,44
18222586,Pipeline Cafe,New Delhi,"Shop 37, 2nd Floor, Satyaniketan, New Delhi",Satyaniketan,"Cafe, North Indian, Chinese, Continental",650,No,Yes,4,Green,Very Good,355
18303832,QRO Gourmeteriia BY DARK HOUSE KAFE,New Delhi,"9, Ground Floor, Benito Juarez Marg, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Italian, Chinese, North Indian",600,No,Yes,4.2,Green,Very Good,349
18349916,Superstar Cafí©,New Delhi,"288, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, Italian",600,No,Yes,4.2,Green,Very Good,530
18358675,TBH - The Big House Cafe,New Delhi,"37, 1st Floor, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Continental, North Indian, Chinese, Mexican",700,No,Yes,4,Green,Very Good,107
312142,The Biryani Co.,New Delhi,"1/33, Satyaniketan, New Delhi",Satyaniketan,"Hyderabadi, Biryani, North Indian",650,No,Yes,4.2,Green,Very Good,295
307571,Wood Box Cafe,New Delhi,"Shop 288, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Fast Food, Italian, Chinese",850,Yes,Yes,4.1,Green,Very Good,1479
311340,Young Wild Free Cafe,New Delhi,"13, 1st Floor, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Cafe, Italian, Chinese, Continental",500,No,No,4.1,Green,Very Good,658
7849,A-One Green Sweet Corner,New Delhi,"3, Mini Market, Opposite IIT Main Gate, SDA, New Delhi",SDA,"Mithai, Street Food",200,No,No,2.9,Orange,Average,4
304950,Cake Symphony,New Delhi,"C-1/8, Safdarjung Development Area, SDA, New Delhi",SDA,"Bakery, Desserts",600,No,No,3.1,Orange,Average,15
304633,Charu Nanda's Home Baked Cakes,New Delhi,"C-2/33, SDA, New Delhi",SDA,"Bakery, Desserts",300,No,No,3.1,Orange,Average,7
5848,Costa Coffee,New Delhi,"C-15, DDA, Commercial Complex, SDA, New Delhi",SDA,Cafe,600,No,No,3.4,Orange,Average,53
18133471,IndoCheen,New Delhi,"C-21, SDA Market, SDA, New Delhi",SDA,Chinese,500,No,No,3.2,Orange,Average,49
18312609,The Staircase Cafe by Doggy Style,New Delhi,"Shop C-15, Mezzanine Floor, SDA, New Delhi",SDA,"Continental, Italian",700,No,Yes,2.6,Orange,Average,100
18336481,Twisted Tacos,New Delhi,"Ground Floor, C 7/1, SDA Market, SDA, New Delhi",SDA,Mexican,850,No,Yes,3.4,Orange,Average,69
18425760,Typsy Crow,New Delhi,"C 8, 2nd Floor, SDA, New Delhi",SDA,"North Indian, Continental",1000,No,No,2.9,Orange,Average,15
18216936,Urban Dhaba,New Delhi,"C-6, Opposite IIT Main Gate, SDA, New Delhi",SDA,"North Indian, Chinese, Mughlai",550,No,Yes,2.5,Orange,Average,40
528,Barista,New Delhi,"C-17, SDA Market, SDA, New Delhi",SDA,Cafe,650,No,Yes,3.6,Yellow,Good,104
18349937,Keventers,New Delhi,"C 14, Ground Floor, Community Center, SDA Market, SDA, New Delhi",SDA,Beverages,400,No,No,3.6,Yellow,Good,18
782,Little Punjab,New Delhi,"C-6, Commercial Complex, SDA, New Delhi",SDA,North Indian,200,No,No,3.7,Yellow,Good,85
312937,Miam,New Delhi,"C 2/33, SDA, New Delhi",SDA,"Bakery, Desserts",800,No,No,3.9,Yellow,Good,47
18375411,Maharaja Food Club,New Delhi,"Building 1E/2, Jia Sarai, Near IIT, SDA, New Delhi",SDA,North Indian,300,No,No,0,White,Not rated,1
18279458,Sugar Rush,New Delhi,"C-2/54, Development Area, SDA, New Delhi",SDA,"Bakery, Mithai",200,No,No,0,White,Not rated,2
18433987,Tippy Tippy Tap,New Delhi,"Street 3, Patel Garden, Sector 15, Dwarka","Sector 15, Dwarka","Bakery, Fast Food",300,No,No,3.1,Orange,Average,9
2228,Alaturka,New Delhi,"G-64, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Turkish,600,No,Yes,3.4,Orange,Average,202
1643,Chicago Pizza,New Delhi,"G/21-A, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Pizza,600,No,Yes,3.4,Orange,Average,271
2910,Fast Trax,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Fast Food,250,No,No,3.4,Orange,Average,203
7364,Khan Chacha,New Delhi,"G-3, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Mughlai,650,No,Yes,3.4,Orange,Average,504
18429148,Pa Pa Ya,New Delhi,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket","Asian, Chinese, Thai, Japanese",2000,No,No,4.7,Dark Green,Excellent,268
506,Barista,New Delhi,"F-62, 1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,650,No,No,3.6,Yellow,Good,99
311103,Bings Cafe,New Delhi,"2nd Floor, Select City Walk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Korean, Beverages, Desserts",650,Yes,Yes,3.9,Yellow,Good,179
310916,Fat Lulu's,New Delhi,"Unit 6, The Square, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Pizza, Italian",1250,No,Yes,3.8,Yellow,Good,298
306545,Harry's Bar + Cafe,New Delhi,"S-4, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Mediterranean, American, Asian",1600,Yes,No,3.6,Yellow,Good,392
3921,Joy Luck Moon,New Delhi,"S-10, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Chinese,1800,Yes,Yes,3.5,Yellow,Good,385
311634,Keventers,New Delhi,"Ground Floor, High Street, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Beverages,400,No,No,3.9,Yellow,Good,383
8877,L'Opera,New Delhi,"G-47, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Bakery, Desserts, Fast Food",400,No,Yes,3.8,Yellow,Good,157
311756,Pita Pit,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Healthy Food, Salad",600,No,Yes,3.7,Yellow,Good,217
311563,Saravana Bhavan,New Delhi,"Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",South Indian,500,No,No,3.9,Yellow,Good,197
9984,Starbucks,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,700,No,No,3.9,Yellow,Good,725
1372,The Coffee Bean & Tea Leaf,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,700,No,No,3.7,Yellow,Good,417
9467,The Coffee Bean & Tea Leaf,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Cafe,700,No,No,3.6,Yellow,Good,127
311440,Habibi Express,New Delhi,"My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Lebanese, Arabian, Moroccan",900,No,Yes,2.2,Red,Poor,122
18424903,Andrea's Eatery,New Delhi,"Shop 48A-51, First Floor, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket","Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",2000,Yes,No,4.3,Green,Very Good,130
311749,Drool Waffles,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",Desserts,500,No,No,4.2,Green,Very Good,228
18268720,Elma's at Good Earth,New Delhi,"3rd Floor, Select Citywalk Mall, Inside Good Earth Store, Saket, New Delhi","Select Citywalk Mall, Saket","Cafe, Continental, Italian",1500,Yes,No,4,Green,Very Good,61
4271,Hí_agen-Dazs,New Delhi,"E-4W, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Desserts, Ice Cream",700,No,No,4,Green,Very Good,649
305833,Krispy Kreme,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Desserts, Beverages",350,No,Yes,4,Green,Very Good,734
307296,Movenpick,New Delhi,"2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Ice Cream, Desserts",650,No,Yes,4,Green,Very Good,135
2786,Punjab Grill,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","North Indian, Mughlai",1950,Yes,Yes,4.2,Green,Very Good,1971
302422,Aapka Bhojanalaya,New Delhi,"136/3, Main Road, Maujpur, Shahdara, New Delhi",Shahdara,"North Indian, Fast Food, South Indian",200,No,No,2.8,Orange,Average,5
302418,Aayana Foods,New Delhi,"115, Nehar Bazar, Maujpur, Shahdara, New Delhi",Shahdara,"North Indian, Mughlai",450,No,No,3.1,Orange,Average,14
302416,Aggarwal Sweet India,New Delhi,"Main Nathu Colony Chowk, 100 Feet Road, Shahdara, New Delhi",Shahdara,"Mithai, Street Food",100,No,No,2.9,Orange,Average,4
18343904,Amchur,New Delhi,"1/6966, Babarpur Road, Shivaji Park, Shahdara, New Delhi",Shahdara,North Indian,450,No,No,2.9,Orange,Average,6
302369,Anand Ji de Choley Bhatoore,New Delhi,"Opposite Green Field School, Naveen, Shahdara, New Delhi",Shahdara,North Indian,150,No,No,2.7,Orange,Average,5
302425,Annapoorna,New Delhi,"Loni Road, Near Red Light, Shahdara, New Delhi",Shahdara,Street Food,100,No,No,3.1,Orange,Average,19
302399,Big Bite,New Delhi,"Z 1, Naveen, Shahdara, New Delhi",Shahdara,"North Indian, Chinese, Fast Food",300,No,No,3,Orange,Average,22
302396,Ceaser Fast Food Centre,New Delhi,"C-1, Naveen, Shahdara, New Delhi",Shahdara,"North Indian, Mughlai",500,No,No,2.8,Orange,Average,9
6224,Chanana Ice Cream Parlour,New Delhi,"1539, Hanuman Road, Rohtas Nagar, Shahdara, New Delhi",Shahdara,Ice Cream,100,No,No,2.9,Orange,Average,4
303906,Chaska,New Delhi,"C-37, Near Shanti Nursing Home, Naveen Shahdara, Panchsheel Garden, Shahdara, New Delhi",Shahdara,North Indian,250,No,No,3,Orange,Average,10
18291454,Chowranghee,New Delhi,"C-1, Main Market, Naveen Shahdara, Shahdara, New Delhi",Shahdara,Fast Food,300,No,No,2.9,Orange,Average,4
302433,Darbaar Chicken,New Delhi,"66, Main Road, Maujpur, Shahdara, New Delhi",Shahdara,"North Indian, Mughlai",550,No,No,3,Orange,Average,14
312810,Dilli Darbar,New Delhi,"C-448, Main 100 Feet Road, Chajjupur, Durgapuri, Shahdara, New Delhi",Shahdara,"North Indian, Chinese, South Indian",400,No,No,3.3,Orange,Average,34
310563,Domino's Pizza,New Delhi,"B-10, Ground Floor, Adjacent ICICI Bank, Jyoti Nagar, Shahdara, New Delhi",Shahdara,"Pizza, Fast Food",700,No,No,2.8,Orange,Average,31
6228,Empire,New Delhi,"1551, Bhagat Singh Market, Babarpur Road, Shahdara, New Delhi",Shahdara,Street Food,100,No,No,2.9,Orange,Average,5
312671,Giani,New Delhi,"C 2/165, Behind Government School, Yamuna Vihar, Near Shahdara, Shahdara, New Delhi",Shahdara,"Ice Cream, Desserts",400,No,No,3.1,Orange,Average,8
18332676,Goldy Da Dhaba,New Delhi,"1/9151 West Rohtash Nagar, Shahdara, New Delhi",Shahdara,North Indian,300,No,No,3,Orange,Average,6
